gene_id	PC_0	PC_1	PC_2	PC_3	PC_4
ENSG00000167207	-0.03487529	-0.01369769	-0.062617585	-0.119999714	0.040003713
ENSG00000167208	-0.035139207	-0.013562605	-0.06124719	-0.11496225	0.036887184
ENSG00000167210	-0.036073938	-0.013986192	-0.06658856	-0.13676193	0.049678948
ENSG00000167216	-0.03530728	-0.013858892	-0.06373342	-0.12618628	0.043572385
ENSG00000167220	-0.02307388	-0.013163499	-0.05613556	-0.09823662	0.041647203
ENSG00000167232	-0.013282872	-0.012880017	-0.04124011	-0.04650114	0.016830752
ENSG00000167244	-0.03545782	-0.013736357	-0.062356956	-0.11705727	0.03539281
ENSG00000167257	-0.030050835	-0.013341901	-0.056191545	-0.10962955	0.038129967
ENSG00000167258	-0.021275263	-0.011643274	-0.047625776	-0.0664949	0.018656427
ENSG00000167261	-0.0346196	-0.01320453	-0.05762273	-0.09938272	0.028278753
ENSG00000167264	-0.02093038	-0.013513938	-0.057933852	-0.10338268	0.03815871
ENSG00000167272	-0.006319469	-0.011681523	-0.027263518	0.014164374	0.013981742
ENSG00000167280	-0.029782964	-0.013590363	-0.059757736	-0.11192422	0.041893687
ENSG00000167281	-0.03596514	-0.013942165	-0.06585106	-0.13352747	0.04769282
ENSG00000167283	0.14172114	0.004826891	0.17480792	0.64258415	-0.18857415
ENSG00000167286	-0.028282093	-0.011710606	-0.02501518	0.029952152	-0.049042232
ENSG00000167291	-0.028511006	-0.0135547705	-0.056690715	-0.09868247	0.02611747
ENSG00000167302	-0.03417451	-0.013758819	-0.06341145	-0.12705684	0.04664594
ENSG00000167306	-0.013846327	-0.013767913	-0.05775985	-0.118540786	0.046675373
ENSG00000167311	-0.035354603	-0.013972331	-0.0654692	-0.13517614	0.050448716
ENSG00000167315	0.020498477	-0.010961175	-0.002064516	0.09356318	-0.053436104
ENSG00000167323	-0.02225288	-0.011997517	-0.03553076	-0.013909869	-0.022298386
ENSG00000167325	-0.013092743	-0.012271294	-0.038560633	-0.04516309	0.01478551
ENSG00000167332	-0.036002874	-0.013970388	-0.066191174	-0.13516034	0.048669737
ENSG00000167333	-0.009365657	-0.013719272	-0.06127703	-0.11457653	0.043550756
ENSG00000167346	-0.03290043	-0.013928992	-0.06530938	-0.13084674	0.045464028
ENSG00000167355	-0.03606661	-0.013983806	-0.06646476	-0.1364369	0.049422804
ENSG00000167359	-0.03608106	-0.013992243	-0.066626415	-0.13691635	0.04977239
ENSG00000167360	-0.036082815	-0.013992479	-0.06664093	-0.13695481	0.04979128
ENSG00000167363	-0.035375025	-0.013663444	-0.063944414	-0.13057101	0.047664724
ENSG00000167371	-0.03593609	-0.013943868	-0.065635614	-0.13231304	0.04727693
ENSG00000167377	-0.03590347	-0.013447877	-0.065717585	-0.13341708	0.04775019
ENSG00000167378	-0.034306355	-0.013560047	-0.058704603	-0.105448194	0.0377148
ENSG00000167380	-0.023056181	-0.013332595	-0.051893592	-0.088989384	0.027276244
ENSG00000167384	-0.035046253	-0.013808415	-0.062890224	-0.122921124	0.043435227
ENSG00000167394	-0.0343691	-0.013889707	-0.06490181	-0.13024488	0.046402723
ENSG00000167395	-0.033960525	-0.013851864	-0.064203985	-0.12774198	0.04495547
ENSG00000167397	-0.012441406	-0.011249603	0.009450395	0.06923838	-0.05252344
ENSG00000167414	-0.036064614	-0.013964723	-0.06653793	-0.13653952	0.049549066
ENSG00000167419	-0.035914645	-0.01386891	-0.06551105	-0.13256109	0.047392655
ENSG00000167434	-0.03232025	-0.0127467755	-0.036786534	-0.03395145	0.03434776
ENSG00000167447	-0.023967551	-0.013515067	-0.063489854	-0.12571733	0.044053722
ENSG00000167460	0.105317466	0.0022987232	0.15932938	0.81204236	-0.46677145
ENSG00000167461	0.014908999	-0.010860213	-0.014882348	0.053741008	-0.030543044
ENSG00000167468	0.09932362	0.019737616	0.24468972	1.1895324	-0.41345286
ENSG00000167470	-0.017212309	-0.010918041	-0.016654825	0.084083155	-0.02871531
ENSG00000167476	-0.035388786	-0.013750999	-0.06314981	-0.1225643	0.04122014
ENSG00000167483	-0.035486847	-0.013805528	-0.063041404	-0.12289778	0.04187302
ENSG00000167487	-0.027279817	-0.013738927	-0.061099112	-0.11505167	0.03652152
ENSG00000167491	-0.021310994	-0.012597018	-0.047079694	-0.07090949	0.022545626
ENSG00000167508	-0.01909331	-0.013131682	-0.047161035	-0.059169866	0.09997671
ENSG00000167513	-0.03547761	-0.013650584	-0.065340675	-0.13106549	0.04970037
ENSG00000167515	-0.013491439	-0.012022186	-0.021428945	0.007194517	-0.0066150846
ENSG00000167522	-0.011834378	-0.010600187	-0.00096942607	0.09670969	-0.049016956
ENSG00000167523	-0.035014812	-0.013729701	-0.062366206	-0.12242434	0.044861592
ENSG00000167524	-0.035519123	-0.013837702	-0.06436287	-0.12715602	0.047471896
ENSG00000167525	-0.035746645	-0.013890134	-0.065031044	-0.13006254	0.04545283
ENSG00000167526	0.982891	0.09685945	2.1909063	5.734074	-2.3839457
ENSG00000167528	-0.032944117	-0.01356806	-0.057000224	-0.104745075	0.036712818
ENSG00000167531	-0.036080398	-0.0139615685	-0.06662655	-0.1369031	0.049761724
ENSG00000167535	-0.034339145	-0.0137613835	-0.06149833	-0.117645614	0.037508074
ENSG00000167536	-0.03258357	-0.0110604875	-0.064228	-0.12867099	0.047860026
ENSG00000167543	-0.020002302	-0.013284568	-0.050149716	-0.08255275	0.026528051
ENSG00000167548	-0.02859621	-0.013281882	-0.055584494	-0.095771745	0.032541588
ENSG00000167549	-0.03495221	-0.0135813495	-0.05833888	-0.097302064	0.020384884
ENSG00000167550	-0.035736263	-0.013864875	-0.06429522	-0.1278003	0.044521384
ENSG00000167552	0.029816417	0.0022146858	0.26401728	1.2662479	-0.8677729
ENSG00000167553	0.06358495	-0.008563429	0.032803845	0.26528364	-0.09027045
ENSG00000167554	-0.035559043	-0.013904016	-0.06492636	-0.1296405	0.045951374
ENSG00000167555	-0.028494399	-0.013807458	-0.06295302	-0.12264587	0.042080272
ENSG00000167562	-0.03194513	-0.013689857	-0.06070327	-0.11726738	0.038320966
ENSG00000167565	-0.01044291	-0.012612244	-0.037437778	-0.017772682	-0.0023573937
ENSG00000167566	-0.035146113	-0.013689935	-0.061180815	-0.11415457	0.037751753
ENSG00000167578	-0.03560201	-0.013867374	-0.06459345	-0.12848276	0.04616354
ENSG00000167580	0.29954582	-0.014521152	-0.074862145	-0.16036767	0.058169022
ENSG00000167588	0.0001541038	-0.013744737	-0.062471595	-0.116972044	0.03771804
ENSG00000167595	-0.034366306	-0.013875062	-0.06446687	-0.12818296	0.046421245
ENSG00000167600	-0.03455756	-0.013602888	-0.058790386	-0.105743125	0.036783196
ENSG00000167601	-0.02125781	-0.008340928	0.044495683	0.39261723	-0.3446275
ENSG00000167604	-0.03177393	-0.012212619	-0.044218246	-0.040940836	-0.0042848913
ENSG00000167608	0.005005587	-0.013816942	-0.055843595	-0.11820773	0.0660428
ENSG00000167612	-0.03607689	-0.013989685	-0.06660255	-0.13678956	0.04970832
ENSG00000167613	-0.034190733	-0.013151265	-0.05545592	-0.08850616	0.02249371
ENSG00000167614	-0.03600232	-0.013958708	-0.06336884	-0.1361505	0.0490813
ENSG00000167615	-0.033758495	-0.013265504	-0.05121592	-0.10612903	0.040152375
ENSG00000167617	-0.033435345	-0.013781667	-0.05981753	-0.11987658	0.03950417
ENSG00000167618	-0.03580151	-0.0139458	-0.065819785	-0.13359821	0.047813404
ENSG00000167619	-0.03594097	-0.013990407	-0.06657932	-0.13684964	0.0497451
ENSG00000167625	-0.031286538	-0.013797921	-0.063966006	-0.12683477	0.044579983
ENSG00000167632	-0.028476914	-0.013605004	-0.05952341	-0.113087736	0.039698422
ENSG00000167633	-0.03600245	-0.013963712	-0.066175155	-0.13504894	0.04865309
ENSG00000167634	-0.03605971	-0.013983795	-0.066493586	-0.13634445	0.04942123
ENSG00000167635	-0.0071552233	-0.0127431825	-0.0429468	-0.051622707	0.004260668
ENSG00000167637	-0.03276734	-0.013872713	-0.06429202	-0.1281262	0.044752683
ENSG00000167641	-0.03438596	-0.013301853	-0.05499232	-0.112229995	0.034686945
ENSG00000167642	0.31370327	-0.009381252	0.07470468	0.2224377	0.1663379
ENSG00000167644	-0.014702364	-0.013760902	-0.061501827	-0.11038165	0.067467764
ENSG00000167645	-0.014722696	-0.009240678	-0.035345394	-0.019880155	-0.0063346233
ENSG00000167646	-0.035950284	-0.01395558	-0.065979265	-0.13456647	0.0497007
ENSG00000167653	-0.015520378	-0.012031712	-0.020976257	0.02660399	-0.045998804
ENSG00000167654	-0.036070343	-0.013988629	-0.06657622	-0.13671285	0.049649335
ENSG00000167656	0.06588789	-0.009164223	0.045322016	0.27822748	-0.18469223
ENSG00000167657	-0.028971214	-0.013578114	-0.059149873	-0.112004936	0.039738808
ENSG00000167658	0.18461217	0.008822403	0.46290398	0.7773803	-0.11405145
ENSG00000167664	-0.035645064	-0.013846747	-0.064354725	-0.1276824	0.04430152
ENSG00000167670	-0.03210171	-0.013489072	-0.061379742	-0.11618863	0.041792598
ENSG00000167671	-0.022160746	0.042201106	-0.042640984	-0.071585394	0.0360461
ENSG00000167674	-0.027951375	-0.01362383	-0.05924068	-0.11145018	0.040323623
ENSG00000167676	-0.035904326	-0.013928664	-0.06486467	-0.13192596	0.047166593
ENSG00000167680	-0.035441913	-0.013740937	-0.06334189	-0.12286089	0.0415975
ENSG00000167685	-0.02762761	-0.013708556	-0.056172553	-0.11666618	0.056894604
ENSG00000167693	-0.03404449	-0.013658197	-0.052625857	-0.111732006	0.04070204
ENSG00000167695	-0.011639211	-0.013632087	-0.058068093	-0.10301142	0.034385286
ENSG00000167699	0.0066348664	-0.011683847	-0.018538447	0.030441293	-0.012578073
ENSG00000167700	-0.017973224	-0.013723678	-0.059084266	-0.118935466	0.046044614
ENSG00000167701	-0.03178282	-0.013933323	-0.06471764	-0.13478108	0.049490187
ENSG00000167702	-0.035132527	-0.013892071	-0.0648944	-0.13262887	0.048599925
ENSG00000167703	-0.031323005	-0.013443104	-0.06006075	-0.107195824	0.040305257
ENSG00000167705	-0.03080065	0.00060089136	-0.059274893	-0.10665171	0.06395288
ENSG00000167711	-0.03170346	-0.01382351	-0.06337304	-0.119136766	0.06490341
ENSG00000167716	-0.030489774	-0.013186359	-0.061641686	-0.119139425	0.041946214
ENSG00000167720	-0.029015914	-0.013579697	-0.05770922	-0.103881	0.037635643
ENSG00000167721	-0.011993269	-0.012927883	-0.04650026	-0.066265695	0.018158056
ENSG00000167723	-0.03590107	-0.013928684	-0.06508523	-0.13200693	0.046889998
ENSG00000167733	-0.032695733	-0.013845959	-0.061436813	-0.12561916	0.04621614
ENSG00000167740	-0.01584178	-0.012704521	-0.037676115	-0.030755717	-0.00053639145
ENSG00000167741	-0.033549372	-0.013833008	-0.05707824	-0.12714297	0.04444229
ENSG00000167748	-0.031877056	-0.009958825	0.9449521	-0.39644942	0.11457587
ENSG00000167749	-0.03601286	-0.0139851095	-0.066500865	-0.13636656	0.049389966
ENSG00000167751	-0.03563397	-0.013976935	-0.066289745	-0.13551012	0.04881435
ENSG00000167754	-0.03435153	-0.013690317	-0.06024335	-0.112549394	0.03558269
ENSG00000167755	-0.035431743	-0.013860886	-0.064005286	-0.12641698	0.04331782
ENSG00000167757	-0.027299521	-0.013012467	-0.027043322	-0.06436	0.009068994
ENSG00000167759	-0.033265766	-0.013632861	-0.056606337	-0.107500665	0.033061173
ENSG00000167766	-0.010392978	-0.012442489	-0.03669604	-0.015961329	-0.027735284
ENSG00000167767	-0.025979493	-0.013930291	-0.06410164	-0.1322139	0.04672487
ENSG00000167768	-0.031951196	0.09314226	-0.063385695	-0.122801445	0.041313954
ENSG00000167769	-0.035997093	-0.013979557	-0.06636828	-0.13592605	0.04919933
ENSG00000167770	0.011636124	-0.009576352	-0.009454947	0.07821143	-0.042272598
ENSG00000167771	-0.036050454	-0.013987588	-0.06652305	-0.13652676	0.049518727
ENSG00000167772	-0.017153764	-0.011200304	-0.0031404775	0.10387228	-0.115491696
ENSG00000167775	-0.017757107	-0.011868351	-0.016930265	0.020833207	-0.0160807
ENSG00000167778	0.027299883	-0.012492566	-0.037067994	-0.028920984	-0.0009371527
ENSG00000167779	0.06926911	0.017178878	0.565929	2.9307613	-2.2659495
ENSG00000167780	-0.036038432	-0.01397554	-0.06631598	-0.13554327	0.048823487
ENSG00000167785	-0.0339873	-0.013712978	-0.060973994	-0.11855507	0.040743824
ENSG00000167791	-0.03608245	-0.01399262	-0.06663831	-0.13694973	0.049788997
ENSG00000167792	0.10484772	-0.00924801	0.040938098	0.17353114	-0.040828664
ENSG00000167797	0.10875965	-0.010158097	0.028431987	0.17746468	0.0047865007
ENSG00000167799	-0.011130743	-0.013617465	-0.05822442	-0.107821904	0.04918712
ENSG00000167800	-0.03586832	-0.013992564	-0.06655035	-0.13698283	0.049798924
ENSG00000167815	0.19276352	0.23842119	0.13110903	0.49952474	-0.13909459
ENSG00000167822	-0.03607863	-0.013990693	-0.06660923	-0.13682348	0.049715947
ENSG00000167825	-0.036074348	-0.013988511	-0.06653049	-0.13659887	0.049580242
ENSG00000167840	-0.033626813	-0.01368978	-0.06052467	-0.11527152	0.041096754
ENSG00000167842	-0.018137885	-0.01325873	-0.051726338	-0.080825254	0.023639312
ENSG00000167850	-0.035633355	-0.013756691	-0.06366881	-0.12401342	0.042327367
ENSG00000167851	-0.03421682	-0.013149953	-0.055152267	-0.08825452	0.021345567
ENSG00000167858	-0.036015164	-0.013976138	-0.066296555	-0.13560829	0.049159095
ENSG00000167861	0.018401401	-0.0137148155	-0.038767554	-0.12254541	0.04856995
ENSG00000167862	-0.013741997	-0.012335991	-0.022350004	-0.018085418	0.017926054
ENSG00000167863	0.06607469	-0.0038695147	0.075406075	0.33331734	-0.11365779
ENSG00000167874	-0.034506734	-0.013504087	-0.058214094	-0.10121593	0.03036838
ENSG00000167880	-0.032288812	-0.013799763	-0.06242405	-0.12018949	0.04756692
ENSG00000167881	0.03869182	-0.012205249	-0.022439273	0.002602308	-0.00064151787
ENSG00000167889	-0.03606276	-0.013987131	-0.06656537	-0.1366094	0.04963715
ENSG00000167895	-0.033964172	-0.013150192	-0.055473413	-0.09195977	0.024276529
ENSG00000167900	-0.028164325	-0.0126943365	-0.053996637	-0.091734186	0.038873296
ENSG00000167904	-0.022544755	-0.013285228	-0.052209303	-0.085300155	0.032682
ENSG00000167910	-0.036076106	-0.013991007	-0.06660566	-0.13678442	0.04965843
ENSG00000167914	-0.035993587	-0.013962984	-0.06613297	-0.13494226	0.048585586
ENSG00000167916	-0.022621604	-0.013985833	-0.06637156	-0.13542807	0.048730046
ENSG00000167925	-0.030035146	-0.013657163	-0.060009744	-0.116434574	0.041690405
ENSG00000167930	-0.019662416	-0.012886841	-0.046939675	-0.078729935	0.03409934
ENSG00000167941	-0.035998188	-0.013961618	-0.065656	-0.13394313	0.051037885
ENSG00000167962	-0.03346202	-0.0136480685	-0.060193263	-0.11897856	0.043527864
ENSG00000167964	-0.035781424	-0.013903121	-0.05779753	-0.13434261	0.047717772
ENSG00000167965	-0.0015171521	-0.012057789	-0.038935073	-0.0740175	0.031635966
ENSG00000167967	-0.027090881	-0.0118874395	-0.055687945	-0.09812625	0.033753965
ENSG00000167968	-0.03606441	-0.013984892	-0.06651951	-0.13658154	0.04956063
ENSG00000167969	0.02225406	-0.012501366	-0.029192539	-0.025650766	0.027561782
ENSG00000167971	-0.03604531	-0.013989183	-0.06644801	-0.13682225	0.049706027
ENSG00000167972	-0.02775657	-0.013184362	-0.045489304	0.025201729	0.35271975
ENSG00000167977	-0.029396005	-0.013102877	-0.050400205	-0.07621479	0.01941089
ENSG00000167978	0.028072149	-0.005924876	0.0839452	0.39792964	-0.18094142
ENSG00000167981	-0.030910892	-0.013828236	-0.06340145	-0.123299584	0.042304527
ENSG00000167984	-0.0355263	-0.013756514	-0.063172415	-0.123051815	0.041867867
ENSG00000167985	-0.011251677	-0.012041205	-0.03231785	-0.0061912956	-0.0044953893
ENSG00000167986	0.19717067	-0.008473361	-0.024869941	0.020817189	-0.019310271
ENSG00000167987	-0.032687824	-0.013705451	-0.060206044	-0.11892781	0.042761568
ENSG00000167992	-0.035834342	-0.013580115	-0.065011896	-0.12969014	0.044838987
ENSG00000167994	-0.03530293	-0.012504943	-0.06288774	-0.12011822	0.037761267
ENSG00000167995	-0.0347279	-0.013237048	-0.05998863	-0.10727558	0.03137532
ENSG00000167996	2.3502088	0.63427335	5.726011	21.219194	-11.54251
ENSG00000168000	-0.027702438	-0.013563867	-0.056559555	-0.104682304	0.035967544
ENSG00000168002	0.031139938	-0.0100273695	0.009231466	0.16180877	-0.06731914
ENSG00000168003	0.19345737	-0.00448393	0.12749232	0.60062104	-0.3156
ENSG00000168004	-0.035551623	-0.013865684	-0.0607447	-0.1235509	0.05590579
ENSG00000168005	-0.035493307	-0.013922621	-0.065173	-0.13178113	0.048791047
ENSG00000168010	-0.03009544	-0.012752803	-0.050733224	-0.08302066	0.023231512
ENSG00000168014	-0.031086078	-0.013438315	-0.0586287	-0.10437693	0.035327513
ENSG00000168016	-0.03465763	-0.013452924	-0.05738254	-0.0968526	0.025599351
ENSG00000168026	-0.03380311	-0.013660817	-0.059428822	-0.10788861	0.03333184
ENSG00000168028	0.2710109	0.019467628	0.7943115	1.7144635	-0.5502018
ENSG00000168032	-0.034117296	-0.013881747	-0.061012797	-0.1275628	0.05264354
ENSG00000168036	0.049702518	-0.008541452	0.031701263	0.28573295	-0.1571182
ENSG00000168038	-0.03293997	-0.0135160955	-0.05561036	-0.10282409	0.034188733
ENSG00000168040	-0.031161994	-0.013815191	-0.06357218	-0.12553765	0.045640673
ENSG00000168056	-0.0072028926	-0.0127594	-0.036286455	-0.031881973	-0.011782129
ENSG00000168060	-0.03508014	-0.01355729	-0.06014854	-0.10828505	0.030897303
ENSG00000168061	-0.032212302	-0.013750944	-0.062257227	-0.12349294	0.04849496
ENSG00000168062	-0.030701287	-0.013906877	-0.06395675	-0.12927909	0.048205584
ENSG00000168065	-0.03607287	-0.013988792	-0.066543095	-0.13664337	0.049566094
ENSG00000168066	0.0019158573	-0.009157919	0.024459787	0.1906052	-0.095385276
ENSG00000168067	-0.030479793	-0.012684722	-0.061140522	-0.11688734	0.04084547
ENSG00000168070	-0.036020596	-0.013971859	-0.06624192	-0.13522482	0.049640693
ENSG00000168071	-0.031829398	-0.013359434	-0.061013557	-0.11670297	0.03984907
ENSG00000168077	-0.022171257	-0.013722744	-0.060981877	-0.11181799	0.03250132
ENSG00000168078	-0.033653595	-0.013557165	-0.062214877	-0.11947833	0.040223077
ENSG00000168079	-0.021374706	-0.00833666	0.049015902	0.4243288	-0.37493268
ENSG00000168081	-0.03540789	-0.01374402	-0.062100094	-0.11850649	0.03880082
ENSG00000168090	0.08198768	-0.005489102	0.06932557	0.32840443	-0.16124205
ENSG00000168092	0.039204616	-0.009735795	0.014180968	0.17253613	-0.10924844
ENSG00000168096	-0.026963476	-0.013690332	-0.058949206	-0.11316536	0.038296122
ENSG00000168101	0.02413864	-0.012536161	-0.03959642	-0.02734346	0.020418545
ENSG00000168116	-0.028916225	-0.012128018	-0.054845043	-0.092404425	0.02586121
ENSG00000168118	0.016668923	-0.011700893	-0.01680877	0.012169149	-0.016828863
ENSG00000168124	-0.036082916	-0.013992815	-0.06664193	-0.13696468	0.04979778
ENSG00000168131	-0.036076758	-0.013989441	-0.066597566	-0.13676041	0.04967954
ENSG00000168135	-0.03608323	-0.013992864	-0.06664271	-0.13696691	0.04979949
ENSG00000168137	-0.015120681	-0.009097778	-0.016473128	0.0357487	-0.028561905
ENSG00000168140	-0.035050105	-0.013804004	-0.06279506	-0.12010787	0.040309466
ENSG00000168143	-0.034765102	-0.013847058	-0.063316174	-0.12483696	0.042880133
ENSG00000168148	-0.036083914	-0.013993094	-0.06664889	-0.13698605	0.049810663
ENSG00000168152	-0.023803005	-0.013866239	-0.06380538	-0.12628372	0.0453022
ENSG00000168158	-0.036080956	-0.013990982	-0.0665949	-0.13692655	0.049767636
ENSG00000168159	-0.026143398	-0.004874278	-0.057572793	-0.10693218	0.040918358
ENSG00000168172	-0.01505688	-0.011519928	-0.025992446	0.02770151	-0.036120664
ENSG00000168175	0.098963715	-0.00806551	0.033481427	0.26974896	-0.15511653
ENSG00000168209	0.5973041	-0.002936047	0.18064065	0.67660594	-0.47846502
ENSG00000168214	0.0074064373	-0.0077410755	0.05865097	0.3352842	-0.21898971
ENSG00000168216	0.06314284	-0.01090748	0.002527386	0.122739755	-0.10203018
ENSG00000168228	-0.031218916	-0.013656485	-0.0598428	-0.11217136	0.036425672
ENSG00000168229	-0.035063367	-0.013654505	-0.060525823	-0.11167931	0.03447189
ENSG00000168234	-0.031433444	-0.012791232	-0.041762866	-0.052529793	-0.004522695
ENSG00000168237	-0.03377081	-0.013707542	-0.061414924	-0.12102474	0.04298188
ENSG00000168243	-0.035982557	-0.0139688775	-0.0660614	-0.1348013	0.048216935
ENSG00000168246	-0.02745942	-0.0134791555	-0.055148296	-0.09192589	0.020338094
ENSG00000168256	-0.011311731	-0.003908598	-0.043194856	-0.044792622	0.0137938885
ENSG00000168259	0.008957803	-0.009681706	-0.0057080043	0.06683329	-0.03194026
ENSG00000168263	-0.036068045	-0.01396897	-0.06652571	-0.1364278	0.049427073
ENSG00000168264	-0.0015607527	-0.008565941	0.0028233102	0.112047106	-0.05570675
ENSG00000168267	-0.035987165	-0.013895984	-0.042173587	-0.1433141	0.05140506
ENSG00000168268	-0.024640372	-0.013105491	-0.050559785	-0.07413043	0.02779384
ENSG00000168269	-0.03607234	-0.013988353	-0.06660648	-0.13681068	0.049717862
ENSG00000168273	-0.021004241	-0.012265827	-0.05006503	-0.07789618	0.040321615
ENSG00000168275	-0.0074977856	-0.012553789	-0.036426876	-0.0360772	0.01071526
ENSG00000168280	-0.03377757	-0.0138513185	-0.06377587	-0.12346715	0.03984357
ENSG00000168282	-0.032501034	-0.013745869	-0.061696112	-0.12103988	0.043174
ENSG00000168283	-0.008359378	-0.012821876	-0.040119354	-0.04434908	0.008104205
ENSG00000168286	-0.014217198	-0.0048140553	-0.049268357	-0.073201135	0.021987787
ENSG00000168288	0.08022157	-0.00775923	0.059737206	0.2682343	-0.13829182
ENSG00000168291	0.038729493	-0.010358005	0.005602272	0.12654036	-0.05459071
ENSG00000168297	-0.022541368	-0.012506531	-0.038616292	-0.018392952	-0.0277883
ENSG00000168298	-0.032787252	-0.0119974855	-0.051090635	-0.08451595	0.026381731
ENSG00000168300	0.028168967	0.003109056	0.032135796	0.0774486	-0.06760697
ENSG00000168301	-0.026240047	-0.013488203	-0.05549118	-0.095424205	0.026672581
ENSG00000168303	-0.008882228	-0.012008512	-0.030926872	0.004097916	-0.027245129
ENSG00000168306	-0.024235917	-0.0134323975	-0.05180386	-0.08437754	0.015563525
ENSG00000168309	0.083413385	-0.012056133	-0.025673242	0.0475875	-0.041676097
ENSG00000168310	-0.0020825013	-0.011436562	-0.025122007	0.015584791	-0.012343784
ENSG00000168314	-0.03606106	-0.013982589	-0.06651405	-0.13649407	0.049536206
ENSG00000168329	-0.034256063	-0.013759467	-0.06311896	-0.12232847	0.041138973
ENSG00000168333	-0.03560614	-0.01380525	-0.06279946	-0.118113585	0.035366815
ENSG00000168334	-0.036029685	-0.013973478	-0.06621913	-0.13514091	0.04853004
ENSG00000168348	-0.03607818	-0.013991112	-0.066609524	-0.13679834	0.049847007
ENSG00000168350	-0.030517688	-0.013649472	-0.05593043	-0.11709544	0.041335717
ENSG00000168356	-0.03603564	-0.013977889	-0.06639637	-0.13599086	0.04926614
ENSG00000168374	0.29477534	0.009083013	0.24203461	1.0888867	-0.45419592
ENSG00000168385	0.16942829	-0.005275748	0.11842934	0.44981858	-0.20460483
ENSG00000168386	-0.027120812	-0.010470897	0.00524805	0.17551915	-0.16400903
ENSG00000168389	0.41722155	-0.013398925	-0.04911802	0.02450639	0.32479104
ENSG00000168393	-0.021123586	-0.011195478	-0.033441104	-0.029406397	0.008108047
ENSG00000168394	-0.027207857	-0.0126450835	-0.041558463	-0.032787483	-0.006096032
ENSG00000168395	-0.024268204	-0.0130761685	-0.04440362	-0.07352071	0.026928006
ENSG00000168397	-0.00074448105	-0.0120883165	-0.0309214	-0.004033335	-0.004417403
ENSG00000168398	-0.03008842	-0.013545076	-0.056743752	-0.09836758	0.023715992
ENSG00000168404	-0.026159847	-0.013257115	-0.055035435	-0.093946	0.025676357
ENSG00000168411	-0.030345066	-0.013275775	-0.0567461	-0.10420476	0.035297275
ENSG00000168412	-0.03607061	-0.01398817	-0.066531636	-0.13667978	0.049626917
ENSG00000168418	-0.036081456	-0.013989823	-0.06663065	-0.13692088	0.049771592
ENSG00000168421	-0.028212534	-0.011374978	-0.020245755	0.047923997	-0.059421893
ENSG00000168427	-0.036070947	-0.013989676	-0.06657633	-0.13671055	0.049650457
ENSG00000168434	-0.01882076	-0.013417012	-0.05426224	-0.09203554	0.033207476
ENSG00000168438	-0.019100612	-0.012548305	-0.0448936	-0.058532115	0.014861358
ENSG00000168439	0.050638113	-0.01064435	-0.0056543453	0.10374487	-0.06482487
ENSG00000168447	-0.033726558	-0.01374731	-0.061160572	-0.11335877	0.049069926
ENSG00000168453	-0.035294514	-0.013910987	-0.06484244	-0.13009931	0.045754522
ENSG00000168454	-0.036065377	-0.013984438	-0.06653255	-0.13646118	0.049555272
ENSG00000168461	-0.024705166	-0.009166487	0.0062670363	0.19626676	-0.114730254
ENSG00000168476	-0.0319604	-0.0122376075	-0.053101204	-0.08176592	0.034812912
ENSG00000168477	-0.033905193	-0.013016414	-0.05091466	-0.062469814	-0.0049359626
ENSG00000168481	-0.035839267	-0.013896699	-0.06418584	-0.11672501	0.08818417
ENSG00000168484	0.5684086	0.23901063	6.436209	54.384903	105.95969
ENSG00000168487	-0.032720324	-0.013292484	-0.05164583	-0.058223452	0.07020164
ENSG00000168488	-0.021292904	-0.013044704	-0.05136488	-0.080884546	0.027414842
ENSG00000168490	-0.035413165	-0.01388976	-0.06451371	-0.12718299	0.044773437
ENSG00000168491	-0.034252364	-0.013870482	-0.050225284	-0.13582757	0.04786229
ENSG00000168495	-0.025251437	-0.013431645	-0.05564706	-0.09700317	0.031476215
ENSG00000168496	-0.025446488	-0.012956805	-0.05766219	-0.10403612	0.04029945
ENSG00000168497	-0.029648751	-0.010413005	-0.03573687	-0.004665882	0.004212183
ENSG00000168502	-0.035115365	-0.01383779	-0.06358692	-0.12800637	0.045678835
ENSG00000168505	-0.03606961	-0.013986935	-0.066552736	-0.13655254	0.049505383
ENSG00000168509	-0.036073696	-0.0139836855	-0.06658256	-0.13672285	0.049674034
ENSG00000168515	-0.035505783	-0.013697954	-0.061045438	-0.118431605	0.038790073
ENSG00000168517	-0.033401728	-0.0138514275	-0.06372723	-0.12873557	0.046486974
ENSG00000168522	0.03803591	-0.011410304	-0.01364992	0.057957795	-0.055568952
ENSG00000168528	-0.0073199514	-0.01351051	-0.056730047	-0.103423096	0.03897488
ENSG00000168530	-0.03558087	-0.0138347745	-0.06311802	-0.12327659	0.044295095
ENSG00000168538	-0.017340029	-0.013265142	-0.052089952	-0.08344559	0.024932131
ENSG00000168539	-0.03605773	-0.013985382	-0.06645016	-0.13637918	0.049505968
ENSG00000168542	-0.0027122924	-0.0021692617	0.17387937	0.9937792	-0.7741112
ENSG00000168546	-0.034893863	-0.013839049	-0.06432055	-0.12661436	0.043348115
ENSG00000168556	-0.029800093	-0.013038517	-0.04820067	-0.07737919	0.03198818
ENSG00000168564	-0.014939686	-0.012515835	-0.042183697	-0.03340103	-0.007295558
ENSG00000168566	-0.02669024	-0.013408594	-0.05450342	-0.09649043	0.026616933
